0.405591,5.20188
0.27958,3.27921
0.568743,8.41051
0.682241,11.4646
0.755852,14.0998
0.721915,12.7983
0.475295,6.4492
0.12302,1.31271
0.367809,4.58564
0.834681,17.9988
0.0350963,0.35727
0.517014,7.27768
0.662984,10.8763
0.426222,5.55512
0.104678,1.10572
0.949339,29.826
0.921384,25.4318
0.549547,7.97501
0.345988,4.2463
0.471725,6.38138
0.374981,4.69973
0.84698,18.7719
0.316874,3.81075
0.456099,6.08988
0.271889,3.17302
0.982971,40.7282
0.2978,3.53536
0.739189,13.4396
0.567278,8.3766
0.19599,2.18143
0.761315,14.3261
0.839442,18.291
0.397656,5.06927
0.5009,6.94949
0.890164,22.0877
0.0274667,0.278509
0.994629,52.2669
0.572588,8.50008
0.0505081,0.518283
0.531327,7.57851
0.194067,2.15755
0.843043,18.5179
0.626759,9.8553
0.657613,10.7181
0.197851,2.20462
0.842158,18.4616
0.123325,1.31619
0.109928,1.16453
0.743126,13.5917
0.314066,3.76974
0.941069,28.3138
0.286081,3.36985
0.336314,4.09946
0.140263,1.51129
0.733085,13.2083
0.83462,17.9951
0.707999,12.31
0.600238,9.16886
0.747215,13.7522
0.252724,2.9132
0.144475,1.5604
0.00161748,0.0161879
0.0610065,0.629467
0.806238,16.4112
0.852626,19.1478
0.210578,2.36454
0.115604,1.2285
0.553209,8.05664
0.0142521,0.143547
0.113773,1.20782
0.454512,6.06075
0.75222,13.9521
0.686148,11.5883
0.543443,7.84042
0.0738853,0.767572
0.43672,5.73978
0.201941,2.25573
0.696219,11.9145
0.290353,3.42988
0.436689,5.73924
0.232429,2.64524
0.577868,8.62437
0.532579,7.60524
0.628681,9.90695
0.160192,1.74582
0.504135,7.01452
0.963042,32.9798
0.695761,11.8994
0.924802,25.8764
0.189947,2.10656
0.335948,4.09394
0.17835,1.96441
0.995178,53.3458
0.457442,6.1146
0.998016,62.2279
0.0975066,1.02594
0.625172,9.81287
0.0943937,0.991507
0.437727,5.75768
0.931516,26.8116
0.0484329,0.49645
0.89462,22.5018
0.290017,3.42515
0.227302,2.57867
0.769066,14.6563
0.410718,5.28851
0.201971,2.25611
0.628071,9.89052
0.604144,9.26706
0.451613,6.00774
0.466353,6.28021
0.597827,9.10873
0.634724,10.071
0.854793,19.2959
0.828791,17.6487
0.624775,9.80229
0.720908,12.7621
0.565752,8.3414
0.375134,4.70217
0.184271,2.03673
0.737907,13.3906
0.555132,8.09977
0.905087,23.548
0.242866,2.78215
0.18894,2.09413
0.604724,9.28172
0.698508,11.9901
0.584613,8.78544
0.351299,4.32783
0.494461,6.8213
0.0803858,0.83801
0.740745,13.4994
0.612049,9.46875
0.62038,9.68585
0.691122,11.7481
0.804529,16.3234
0.149113,1.61476
0.576037,8.58109
0.867733,20.2293
0.911557,24.254
0.614704,9.53743
0.727683,13.0079
0.0432142,0.441757
0.667776,11.0194
0.976531,37.5209
0.315012,3.78354
0.569201,8.42113
0.305826,3.65033
0.173925,1.9107
0.108554,1.14911
0.869045,20.329
0.851222,19.053
0.744316,13.6381
0.154881,1.68278
0.326914,3.95883
0.0793481,0.826733
0.0766015,0.796943
0.64098,10.2438
0.820002,17.1481
0.545091,7.87658
0.448256,5.94671
0.408979,5.25903
0.298746,3.54885
0.46556,6.26536
0.501205,6.95561
0.152654,1.65646
0.323038,3.90141
0.737999,13.3941
0.313883,3.76707
0.826685,17.5265
0.959075,31.9601
0.873348,20.6631
0.725028,12.9109
0.300058,3.56758
0.943999,28.8238
0.127232,1.36085
0.0657369,0.679972
0.784967,15.3696
0.524583,7.43562
0.609638,9.4068
0.956114,31.2617
0.0722678,0.750122
0.875637,20.8455
0.653859,10.6091
0.322123,3.88789
0.104801,1.10709
0.505051,7.033
0.227088,2.5759
0.290292,3.42902
0.91998,25.2548
0.551164,8.01098
0.662801,10.8708
0.114536,1.21643
0.492538,6.78334
0.379131,4.76636
0.496811,6.86789
0.793359,15.7677
0.509262,7.11846
0.382366,4.8186
0.688162,11.6527
0.532151,7.5961
0.606281,9.32117
0.395184,5.02831
0.00589007,0.0590749
0.707877,12.3058
0.10062,1.06049
0.623066,9.75685
0.863247,19.8958
0.491501,6.76291
0.747337,13.757
0.496902,6.86971
0.380108,4.7821
0.785363,15.3881
0.552812,8.04777
0.357097,4.41762
0.955718,31.1717
0.630848,9.96547
0.17658,1.94289
0.374248,4.68802
0.131626,1.41133
0.743278,13.5976
0.95172,30.3073
0.611988,9.46718
0.0278329,0.282276
0.329844,4.00245
0.0559099,0.575337
0.63921,10.1946
0.131626,1.41133
0.847072,18.7779
0.864315,19.9742
0.596881,9.08523
0.721641,12.7884
0.853969,19.2394
0.0146794,0.147882
0.126469,1.35211
0.707907,12.3068
0.617145,9.601
0.217566,2.45346
0.0659505,0.682258
0.16892,1.85029
0.624104,9.78441
0.340983,4.17006
0.319407,3.8479
0.367565,4.58178
0.661,10.8176
0.802393,16.2147
0.806879,16.4444
0.526536,7.47679
0.611103,9.4444
0.798181,16.0038
0.900601,23.0862
0.14481,1.56432
0.630177,9.9473
0.402417,5.14862
0.2537,2.92628
0.13654,1.46807
0.85519,19.3233
0.0661641,0.684546
0.427808,5.58281
0.573351,8.51794
0.302286,3.59946
0.548051,7.94187
0.225562,2.55618
0.31135,3.73022
0.11063,1.17241
0.808039,16.5046
0.134709,1.44689
0.284249,3.34423
0.78811,15.5169
0.89523,22.5599
0.789636,15.5892
0.743797,13.6179
0.615223,9.5509
0.361126,4.48047
0.856655,19.425
0.228492,2.59408
0.863582,19.9203
0.229438,2.60635
0.24955,2.87082
0.542405,7.81772
0.984832,41.8859
0.0538041,0.553057
0.0814234,0.8493
0.524674,7.43755
0.426801,5.56523
0.0946684,0.99454
0.258797,2.99481
0.891537,22.2135
0.232765,2.64962
0.14655,1.58468
0.125095,1.3364
0.931639,26.8295
0.0801111,0.835024
0.0470901,0.482349
0.0587176,0.605121
0.336406,4.10084
0.914701,24.6159
0.398602,5.08499
0.432783,5.67013
0.946165,29.2184
0.837184,18.1513
0.534227,7.64056
0.842097,18.4578
0.693533,11.8265
0.397687,5.06978
0.259163,2.99975
0.00433363,0.0434305
0.52559,7.45683
0.954802,30.967
0.398694,5.08651
0.241096,2.7588
0.585559,8.80824
0.255135,2.94552
0.684011,11.5205
0.94528,29.0553
0.435499,5.71813
0.890225,22.0932
0.00717185,0.0719769
0.940977,28.2983
0.60155,9.20174
0.786157,15.4251
0.576678,8.59622
0.14243,1.53652
0.222327,2.5145
0.383007,4.82898
0.00427259,0.0428174
0.41792,5.41148
0.0822474,0.858274
0.659932,10.7861
0.855098,19.317
0.0648518,0.670503
0.81106,16.6633
0.662069,10.8491
0.691488,11.76
0.802698,16.2302
0.530137,7.55314
0.685629,11.5718
0.142766,1.54044
0.689505,11.6959
0.727897,13.0157
0.777734,15.0388
0.0310678,0.315607
0.868679,20.3011
0.64452,10.3429
0.706565,12.261
0.0854518,0.893251
0.551988,8.02936
0.947905,29.5468
0.0587786,0.605769
0.274972,3.21545
0.145177,1.5686
0.98178,40.0526
0.619984,9.67541
0.292245,3.45658
0.922483,25.5726
0.367534,4.58129
0.69454,11.8594
0.218635,2.46712
0.155919,1.69507
0.240547,2.75157
0.521439,7.36972
0.90228,23.2565
0.106418,1.12517
0.902646,23.294
0.441725,5.82903
0.0801111,0.835024
0.782098,15.2371
0.171789,1.88487
0.974395,36.6497
0.775872,14.9554
0.870388,20.4321
0.210639,2.36531
0.456618,6.09943
0.00375378,0.0376084
0.750633,13.8883
0.114048,1.21092
0.404706,5.187
0.311136,3.72712
0.992615,49.0824
